10:16:11 [AccountInfo] Account connected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
15:12:18 [AccountInfo] Account connected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
15:18:03 [AccountInfo] Account disconnected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
15:33:06 [AccountInfo] Account connected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
15:38:46 [AccountInfo] Account disconnected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
16:18:48 [AccountInfo] Account connected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
16:19:11 [AccountInfo] Account disconnected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
16:24:20 [AccountInfo] Account connected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
16:24:39 [AccountInfo] Account disconnected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
16:29:41 [AccountInfo] Account connected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
16:30:07 [AccountInfo] Account disconnected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
16:32:08 [AccountInfo] Account connected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
16:32:23 [AccountInfo] Account disconnected (Account: 1, IpAddress: 45.71.224.14, GameServerCode: 0)
17:04:24 [AccountInfo] Account connected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
17:14:43 [AccountInfo] Account disconnected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
17:22:19 [AccountInfo] Account connected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
17:24:13 [AccountInfo] Account disconnected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
17:32:29 [AccountInfo] Account connected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
17:35:19 [AccountInfo] Account disconnected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
17:36:31 [AccountInfo] Account connected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
17:37:33 [AccountInfo] Account disconnected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
17:41:06 [AccountInfo] Account connected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
17:48:25 [AccountInfo] Account disconnected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
17:56:29 [AccountInfo] Account connected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
18:05:58 [AccountInfo] Account connected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
18:07:09 [AccountInfo] Account disconnected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
18:09:16 [AccountInfo] Account connected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
18:11:17 [AccountInfo] Account connected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 0)
18:14:39 [AccountInfo] Account disconnected (Account: admin, IpAddress: 45.71.224.14, GameServerCode: 1)
